tests.test_collaboration_adversarial_final.TestCollaborationAdversarialFinal::test_J1_checkpoint_preserves_unknown_and_inconclusive_state | failure
tests.test_prod_model_settings_01.TestProdModelSettings01::test_88_malformed_encrypted_vault_fails_closed | failure
tests.test_prod_model_settings_01.TestProdModelSettings01::test_89_corrupt_vault_preserved_after_failed_operation | failure
tests.test_prod_python_streaming_endpoint_01.TestPythonStreamingEndpoint01::test_24_sanitized_error_suppresses_winerror_and_os_internals | failure
tests.test_prod_research_evidence_01a.TestProdResearchEvidence01AMockPath::test_old_search_adapter_returns_mock | failure
tests.test_prod_research_evidence_01a.TestProdResearchEvidence01AMockTruth::test_no_fabricated_source_urls | failure
tests.test_prod_runtime_01_single_run_authority.TestProdRuntime01SingleRunAuthority::test_41_queue_approval_resume_returns_to_running | failure
tests.test_prod_runtime_progress_01.TestProdRuntimeProgress01::test_45_genuine_model_typeerror_preserved_and_unswallowed | failure
tests.test_prod_truth_01_execution_truthfulness.TestProdTruth01ExecutionTruthfulness::test_09_kpi_calculation_without_explicit_inputs_fails_closed | failure
tests.test_prod_truth_01_execution_truthfulness.TestProdTruth01ExecutionTruthfulness::test_10_hardcoded_attribution_sample_is_not_real_evidence | failure
tests.test_prod_uiauth_01_secure_bootstrap.TestProdUIAuth01SecureBootstrap::test_30_powershell_parser_accepts_valid_single_frame | failure
tests.test_prod_uiauth_01_secure_bootstrap.TestProdUIAuth01SecureBootstrap::test_31_powershell_parser_rejects_duplicate_valid_frames | failure
tests.test_prod_uiauth_01_secure_bootstrap.TestProdUIAuth01SecureBootstrap::test_32_powershell_parser_rejects_valid_plus_malformed_duplicate | failure
tests.test_prod_uiauth_01_secure_bootstrap.TestProdUIAuth01SecureBootstrap::test_33_powershell_parser_accepts_single_frame_with_normal_logs | failure
tests.test_prod_uiauth_01_secure_bootstrap.TestProdUIAuth01SecureBootstrap::test_34_powershell_parser_rejects_zero_frames | failure
tests.test_prod_verifier_02_supply_chain.TestDependencyBaseline::test_03_real_verifier_environment_provisioned | failure
tests.test_prod_vietnamese_input_tolerance_01.TestVietnameseInputTolerance01::test_12_chat_engine_offline_fallback_tolerant | failure
tests.test_prod_vietnamese_input_tolerance_01.TestVietnameseInputTolerance01::test_13_chat_engine_error_sanitization_no_winerror_leak | failure
tests.test_prod_vietnamese_input_tolerance_01.TestVietnameseInputTolerance01::test_15_arbitrary_query_does_not_receive_fake_offline_success | failure
tests.test_prod_workflow_failure_semantics_01.TestWorkflowFailureSemantics01::test_01_cmo_initial_failure_guards_final_cmo_and_preserves_root_error | failure
tests.test_prod_workflow_failure_semantics_01.TestWorkflowFailureSemantics01::test_02_mid_workflow_failure_preserves_failing_stage_and_guards_final_cmo | failure
tests.test_structure.TestStructure::test_required_directories_exist | failure
tests.test_structured_epistemic_handoff.TestStructuredEpistemicHandoff::test_22_malformed_payload_yields_empty_not_fabricated | failure
